Taxon,ProcCoord1,ProcCoord2,ProcCoord3,ProcCoord4,ProcCoord5,ProcCoord6,ProcCoord7,ProcCoord8,ProcCoord9,ProcCoord10,ProcCoord11,ProcCoord12,ProcCoord13,ProcCoord14,ProcCoord15,ProcCoord16,ProcCoord17,ProcCoord18,ProcCoord19,ProcCoord20,ProcCoord21,ProcCoord22,ProcCoord23,ProcCoord24
Polemaetus_bellicosus,-0.455788753,-0.118366828,0.441097837,0.079395934,0.333130194,-0.005818904,0.049002235,-0.206732463,4.29E-04,0.039163334,0.298333417,0.05109498,-0.294440429,0.09831728,-0.012249906,0.185034786,0.240656875,0.142239779,-0.34657357,-0.043489018,-0.190287533,-0.06542598,-0.063309407,-0.155412901
Polihierax_insignis,-0.47099196,-0.058591704,0.516000767,0.120136969,0.353326968,-0.038880802,0.104520204,-0.297355677,-0.00361418,0.059916946,0.164113851,0.061549089,-0.266803897,0.105405655,-0.015216684,0.181490168,0.101268211,0.211437281,-0.316883225,-0.034256929,-0.147895696,-0.107338541,-0.017824359,-0.203512455
Polihierax_semitorquatus,-0.490365451,-0.05779824,0.459164542,0.143887027,0.34347488,-0.02088037,0.112131324,-0.272522443,0.013950307,0.034043067,0.192099368,0.013373978,-0.284569387,0.121920632,-0.015577141,0.188910369,0.127367592,0.191941309,-0.324776796,-0.027921078,-0.134861281,-0.113452694,0.001962043,-0.201501557
Polioptila_melanura,-0.457224676,0.008070171,0.406366144,0.026796073,0.371759564,-0.032081612,0.272780261,-0.09157734,-0.070464359,0.011397842,0.299482193,-0.001617374,-0.368045434,0.036685968,-0.162233616,0.058098844,0.149277533,0.057050915,-0.344333986,0.002092054,-0.167331633,-0.015436258,0.06996801,-0.059479284
Polytelis_anthopeplus,-0.491346273,-0.095303573,0.385475862,0.031645272,0.358301673,5.48E-04,0.124773394,-0.158720302,0.018991838,0.081685314,0.277191723,0.042980057,-0.303299967,0.092976477,-0.002342252,0.166946167,0.201493319,0.127813959,-0.357232256,-0.034126486,-0.178739345,-0.085443666,-0.033267715,-0.17100094
Pomatorhinus_swinhoei,-0.540239504,-0.022969408,0.402549706,0.007792981,0.368135215,-0.026977562,0.224651517,-0.080226254,0.013242024,0.01253493,0.240146013,0.00422307,-0.367848622,0.040746554,-0.074492684,0.072324761,0.131035889,0.068155599,-0.362233587,-0.005561175,-0.113315598,-0.01467801,0.078369632,-0.055365487
Pomatostomus_superciliosus,-0.50975895,-0.017450826,0.393239443,0.026379151,0.35025816,-0.028120098,0.211724979,-0.088515459,-0.014404522,0.002192886,0.28869314,0.004892681,-0.358874442,0.036331758,-0.092571711,0.076756212,0.180326247,0.072947013,-0.360109814,-0.0145601,-0.148136262,-0.018083934,0.059613733,-0.052769285
Prioniturus_discurus,-0.501565618,-0.081037501,0.387093071,0.040465632,0.345875002,0.001546229,0.138100787,-0.158954693,0.017834084,0.066992863,0.270750248,0.046359355,-0.304320421,0.093686471,-0.005833574,0.163029575,0.198423539,0.119316252,-0.356813644,-0.033787529,-0.168796217,-0.082171235,-0.020747257,-0.17544542
Prionochilus_maculatus,-0.454072606,6.85E-04,0.405374164,0.077103737,0.367837135,-0.010096505,0.211426366,-0.153064535,-0.058302503,0.007385719,0.302172248,0.002612307,-0.340309166,0.05944694,-0.128060985,0.091995521,0.166168337,0.089573424,-0.335701524,-0.010400049,-0.167514102,-0.040724396,0.030982635,-0.114517501
Prionops_plumatus,-0.47008676,0.016318307,0.36345295,0.055854833,0.35205743,-0.003578432,0.242831061,-0.152893403,-0.048018067,-0.0134682,0.310042877,0.025904567,-0.361974622,0.058974216,-0.139587693,0.081142815,0.171935236,0.069707195,-0.345722996,6.32E-04,-0.154314907,-0.03409543,0.079385491,-0.104498747
Priotelus_roseigaster,-0.418419038,-0.013353985,0.409635806,0.043367538,0.39989916,-0.013606329,0.238484125,-0.209544141,-0.086160512,0.033000462,0.278557903,0.014347166,-0.328429183,0.078023043,-0.160853012,0.144697461,0.11544346,0.127123591,-0.316335711,-0.018046614,-0.169501349,-0.051862229,0.037678352,-0.134145961
Priotelus_temnurus,-0.430856695,-2.68E-04,0.39670482,0.03994767,0.380280134,-0.023064349,0.261234878,-0.198965714,-0.075260867,0.039138641,0.270534542,0.012456098,-0.338788412,0.071349047,-0.157672208,0.131005249,0.119131503,0.132892495,-0.324470237,-0.016754919,-0.161860787,-0.049429763,0.061023328,-0.138306308
Probosciger_aterrimus,-0.531060398,-0.090938119,0.364780612,0.034485745,0.304915134,-0.033881436,0.099319007,-0.159159166,0.105866668,0.067805795,0.213802235,0.049730639,-0.336979138,0.128619553,0.051566735,0.238109333,0.197163914,0.180945162,-0.375591445,-0.06732791,-0.121095042,-0.144911671,0.027311718,-0.203477927
Prodotiscus_regulus,-0.500243785,0.008605276,0.387560338,0.052694734,0.360771301,-0.029972383,0.266023534,-0.128270524,-0.024715183,-0.001652634,0.251315049,-0.005347479,-0.365523314,0.068093389,-0.123458482,0.105175202,0.115436513,0.083239283,-0.339729278,-0.002378633,-0.119229753,-0.048401848,0.09179306,-0.101784383
Promerops_cafer,-0.474932801,0.012396088,0.405848881,0.017629171,0.372541628,-0.016534348,0.277216927,-0.073611734,-0.052609354,0.017066222,0.282550518,-0.014068817,-0.375064164,0.03826171,-0.150244581,0.051957529,0.139558807,0.039982746,-0.353181495,0.002910532,-0.156933869,-0.023214116,0.085249502,-0.052774981
Prosopeia_tabuensis,-0.507106487,-0.114291897,0.381748485,0.01670133,0.364952582,-0.030006821,0.094366452,-0.16577358,0.05631051,0.117558727,0.254443537,0.059855092,-0.305993942,0.094513667,0.043804837,0.190825572,0.189847644,0.154601882,-0.365867712,-0.059817245,-0.162572881,-0.10075484,-0.043933025,-0.163411886
Prosthemadera_novaeseelandiae,-0.425972968,-0.015164231,0.461068132,0.009611064,0.38950209,-0.078158022,0.276840477,-0.106339924,-0.094204729,0.03282516,0.268271961,0.009181923,-0.358079767,0.039461355,-0.184060578,0.08363909,0.10560158,0.094770883,-0.328721298,-0.005896678,-0.169456196,-0.010341464,0.059211295,-0.053589157
Protonotaria_citrea,-0.529562413,0.007685021,0.387629502,0.050598177,0.339541724,-0.01472773,0.229208922,-0.104580045,0.005165219,0.005715473,0.257766946,-0.005648934,-0.363491175,0.046853716,-0.080654881,0.068005523,0.156786597,0.076426246,-0.360862672,-0.004301032,-0.125219691,-0.042611954,0.083691923,-0.083414461
Prunella_modularis,-0.465371444,-0.002671993,0.418448107,0.032927025,0.396228288,-0.00943999,0.244161272,-0.114920798,-0.053268921,0.025244037,0.272925689,-0.015461028,-0.356789796,0.048796868,-0.141211157,0.077111558,0.121925871,0.063792674,-0.340838599,-0.005976089,-0.154430719,-0.022407849,0.058221408,-0.076994415
Pseudocolaptes_boissonneautii,-0.475989602,0.005548377,0.390483507,0.036998394,0.365887567,-0.012725873,0.229570363,-0.096827928,-0.048098851,-0.001468756,0.315218267,0.007439032,-0.362061598,0.029883848,-0.131350133,0.056653054,0.18066284,0.051223053,-0.35322771,1.33E-04,-0.168251002,-0.018721061,0.057156351,-0.058135623
Pseudonestor_xanthophrys,-0.489297055,-0.096783455,0.408762625,0.04311325,0.356815941,-0.002898802,0.106460158,-0.160793405,0.014093979,0.017687847,0.267087196,0.016582905,-0.329551703,0.099595937,-0.036150751,0.175359098,0.195528754,0.123982795,-0.351509718,-0.033882922,-0.148186362,-0.058706365,0.005946937,-0.123256883
Pseudoscops_clamator,-0.396305914,-0.082482933,0.430973715,0.078298695,0.351944746,-0.048064067,0.135432583,-0.253318786,-0.077941972,0.091177165,0.326699899,0.053689589,-0.298102593,0.067031034,-0.101803958,0.145400931,0.212433256,0.154775541,-0.325961532,-0.034286276,-0.218484636,-0.034505855,-0.038883594,-0.137715037
Psilopogon_pyrolophus,-0.493143975,-0.014722304,0.373340809,0.06679367,0.335686209,0.004888604,0.193682066,-0.200504533,-0.004754437,0.052702694,0.275503446,0.018278629,-0.343901578,0.061979727,-0.07452196,0.112977933,0.179009716,0.100081357,-0.34936446,-0.018085267,-0.145231931,-0.058436761,0.053696095,-0.125953748
Psittacula_cyanocephala,-0.49659906,-0.109508073,0.389012462,0.039070437,0.309156895,-0.004779984,0.107540332,-0.168880412,0.052395814,0.107087832,0.262911975,0.063462421,-0.304362097,0.104137589,0.036675541,0.187035462,0.227476212,0.129491175,-0.372984348,-0.039120083,-0.189277137,-0.113265637,-0.02194659,-0.194730726
Psittacus_erithacus,-0.531630692,-0.113574456,0.354731315,0.036724277,0.327932159,-0.00777852,0.118802291,-0.153315679,0.08402713,0.049779024,0.245671338,0.051912219,-0.326935702,0.120597304,0.036651344,0.194327923,0.200554873,0.120175701,-0.37913734,-0.023023498,-0.144011237,-0.105439189,0.013344521,-0.170385105
Psittinus_cyanurus,-0.491254217,-0.098411849,0.381696924,0.048564871,0.322619485,-0.002249808,0.098735654,-0.186135323,0.046524206,0.093431873,0.276673409,0.062525513,-0.304452998,0.104170595,0.030539019,0.191733403,0.22964233,0.1350193,-0.364835853,-0.051457792,-0.184391164,-0.117333211,-0.041496796,-0.17985757
Psophodes_cristatus,-0.459781348,0.015005489,0.397953832,0.111506969,0.324338624,-0.056370031,0.23261978,-0.184824212,-0.053971593,-0.006327017,0.283863314,0.019177424,-0.338179387,0.07275865,-0.128703394,0.118314656,0.164997518,0.131115094,-0.330049094,-0.013509864,-0.15138375,-0.061737866,0.058295498,-0.145109291
Pteroglossus_viridis,-0.595135606,-0.018501385,0.295864299,0.034069888,0.276581279,0.004683874,0.202508187,-0.156569201,0.117209101,0.060777913,0.227709589,0.035151513,-0.390824215,0.093009482,0.015643657,0.124912336,0.186171371,0.07839254,-0.395059233,-0.038299505,-0.071507812,-0.083071852,0.130839383,-0.134555604
Pteroptochos_megapodius,-0.43706318,0.005155028,0.407551452,0.055094425,0.369101713,-0.020129579,0.244003156,-0.144671177,-0.085471224,0.006538304,0.312721063,0.006869876,-0.343687572,0.046990091,-0.162027064,0.083262826,0.162314794,0.088969883,-0.331494939,2.63E-04,-0.180589892,-0.030076823,0.044641693,-0.098266192
Ptilonorhynchus_violaceus,-0.454990672,-0.035359367,0.449504025,0.049129328,0.321582589,-0.059830889,0.227566004,-0.142762811,-0.065506247,0.011423401,0.274599779,0.0136811,-0.34047504,0.058294808,-0.134393603,0.123058597,0.167399721,0.111059109,-0.334838704,-0.014268248,-0.164734787,-0.027977301,0.054286935,-0.086447727
Pulsatrix_perspicillata,-0.418015994,-0.079168281,0.438385638,0.040737026,0.33254374,-0.028444451,0.173022286,-0.21318339,-0.065232391,0.082097658,0.294996997,0.039902644,-0.310425607,0.073298137,-0.103933424,0.153451818,0.195241421,0.153413487,-0.328731421,-0.022129246,-0.199560078,-0.046099685,-0.008291168,-0.153875717
Purpureicephalus_spurius,-0.51058976,-0.100539485,0.376379074,0.034871546,0.357639888,-0.018453663,0.138415169,-0.159887365,0.033682587,0.048201453,0.260747726,0.0313485,-0.319411876,0.099593779,-0.008797275,0.175322487,0.183836342,0.128011988,-0.358610423,-0.026109141,-0.149450738,-0.080589171,-0.003840714,-0.131770928
Pycnonotus_simplex,-0.533088148,-0.039668391,0.382986241,0.032686057,0.336358436,-0.036381865,0.20439672,-0.101931886,0.011837339,0.01420378,0.271870475,0.007620335,-0.360566399,0.043383315,-0.068127643,0.088556973,0.177837074,0.074778492,-0.365091925,-0.006716165,-0.12936288,-0.016194207,0.07095071,-0.060336437
Pyrrholaemus_brunneus,-0.449268496,0.02762227,0.40296901,0.04485607,0.384025848,-0.010027171,0.274795936,-0.132116285,-0.071389894,0.008205354,0.283266189,-0.014008814,-0.361038564,0.048632046,-0.167431926,0.080574203,0.123263997,0.075696636,-0.335358702,-0.001833131,-0.159060516,-0.036708517,0.07522712,-0.090892661
Pyrrhula_pyrrhula,-0.461893536,-0.078285173,0.47933128,0.08944073,0.272068889,-0.068652548,0.100453973,-0.173250555,-0.02939817,0.07469396,0.29534495,0.042952232,-0.295278391,0.05617855,-0.03326283,0.148027688,0.261896801,0.139567943,-0.348173327,-0.05959569,-0.204588197,-0.070107627,-0.036501442,-0.10096951
Pyrrhura_perlata,-0.483966582,-0.111018913,0.38151867,0.044247242,0.326221311,-0.020068524,0.114411061,-0.163760135,0.038366368,0.105760737,0.277261496,0.046671498,-0.309075579,0.100629758,0.016865966,0.190430304,0.22376928,0.127374533,-0.368953591,-0.043551115,-0.190822018,-0.101937577,-0.025596382,-0.174777806
Pytilia_melba,-0.535595964,-0.031080064,0.381830473,0.075922483,0.252873346,-0.04713706,0.185092937,-0.156718732,0.030797479,0.056590547,0.264205305,0.037869736,-0.339346814,0.060941239,-0.017937451,0.114978435,0.233893865,0.113073809,-0.37176943,-0.035140687,-0.144624999,-0.066650952,0.060581252,-0.122648756
Querula_purpurata,-0.488836207,0.003837998,0.363248694,0.055649406,0.328009798,-0.004227371,0.235620401,-0.174048616,-0.025278958,0.033696379,0.293022388,0.018875698,-0.353081113,0.052932891,-0.10526942,0.087757177,0.181342545,0.089010375,-0.350849887,-0.009121902,-0.151124452,-0.042481413,0.07319621,-0.111880623
Ramphastos_dicolorus,-0.625027784,-0.070476261,0.275293644,0.040003393,0.248164984,-0.010561405,0.16576262,-0.141048138,0.150140344,0.025326964,0.23478143,0.020242025,-0.398482972,0.106378724,0.049304362,0.16489547,0.225773662,0.088002759,-0.401854996,-0.04127409,-0.054089881,-0.059140007,0.130234588,-0.122349434
Ramphocelus_flammigerus,-0.513152647,-6.90E-04,0.424211296,0.09137182,0.332185706,-0.069160784,0.198773151,-0.150419505,0.009260369,0.022270235,0.227428115,0.042074379,-0.341035048,0.065565858,-0.053947459,0.0997934,0.14749619,0.102266931,-0.355506959,-0.032085572,-0.129568547,-0.062034123,0.053855833,-0.108952555
Regulus_ignicapilla,-0.461329442,0.00893885,0.39228297,0.038527672,0.365000128,-0.00987153,0.228292438,-0.092390505,-0.057555117,0.003917363,0.323408565,-0.002734863,-0.364520694,0.037330084,-0.144083044,0.062617639,0.184318859,0.058433168,-0.348492423,-0.005550912,-0.172915628,-0.027501293,0.05559339,-0.071715674
Reinwardtipicus_validus,-0.563268622,0.018030942,0.343711031,0.061583926,0.308511195,-0.016553611,0.238552892,-0.095849457,0.032936623,-0.017727379,0.267376031,0.001821292,-0.371486881,0.044045618,-0.053045501,0.064779394,0.188295971,0.065116772,-0.377455255,-0.004858689,-0.115710279,-0.042310381,0.101582795,-0.078078427
Remiz_pendulinus,-0.514979163,0.024368231,0.392330752,0.105592099,0.349445869,0.026932687,0.12874514,-0.189848093,0.001117553,-0.058159091,0.284135519,0.038940567,-0.322175811,0.064478072,-0.055787626,0.101818305,0.186820843,0.125803607,-0.342228102,-0.017325573,-0.129591638,-0.074422933,0.022166665,-0.148177879
Rhabdornis_mystacalis,-0.505955818,-0.011864427,0.412032367,0.038456455,0.3589248,-0.049573666,0.224336884,-0.088097931,-0.018544818,1.97E-04,0.268453138,0.011814147,-0.359332072,0.03926387,-0.09820562,0.069187317,0.154138103,0.072116888,-0.356923757,-0.009084186,-0.142223467,-0.017661664,0.06330026,-0.054753478
Rhinopomastus_cyanomelas,-0.608835974,-0.135926455,0.320140298,6.38E-04,0.305679763,-0.03502363,0.211326908,-0.09881337,0.113280064,0.005832688,0.218177031,-0.013660963,-0.398087287,0.069151507,0.006230476,0.122216283,0.175049463,0.051159852,-0.410580599,0.017037565,-0.073769198,0.055956542,0.141389055,-0.038568488
Rhipidura_rufiventris,-0.447167174,0.018509759,0.389414725,0.047716051,0.390636417,-0.02275254,0.267709086,-0.135559036,-0.065669973,0.00891451,0.290856221,0.00382724,-0.367713019,0.055543388,-0.166634012,0.078745751,0.125582707,0.068160852,-0.336678033,8.82E-04,-0.15550586,-0.03199394,0.075168914,-0.091994305
Rhynchocyclus_olivaceus,-0.456078635,0.006394417,0.367429075,0.05425604,0.33722021,-0.00466154,0.240906042,-0.15393728,-0.059346924,0.006208166,0.326891341,0.024507527,-0.350456053,0.058091465,-0.137523321,0.091405289,0.196600919,0.075579992,-0.344446975,-0.004923874,-0.178410324,-0.048789901,0.057214646,-0.1041303
Rostrhamus_sociabilis,-0.54790223,-0.115319607,0.367646719,0.051896694,0.317479441,-0.02717153,0.113442566,-0.1402838,0.055593419,0.025084724,0.279913871,0.027000834,-0.335237271,0.079063779,0.007264524,0.14275911,0.228230826,0.092541297,-0.374942569,-0.026748338,-0.136853806,-0.009937651,0.025364509,-0.098885513
Rupicola_peruvianus,-0.443826187,0.001405168,0.494847306,0.055744738,0.427859043,-0.065396368,0.272443459,-0.21638188,-0.059964973,0.018550132,0.12879783,-0.024260912,-0.334876824,0.098703188,-0.154085294,0.162032084,-0.01691444,0.212044809,-0.297520543,-0.010637543,-0.096539391,-0.076464286,0.079780012,-0.15533913
Sagittarius_serpentarius,-0.484990425,-0.126984021,0.414354987,0.051312545,0.33816839,-0.028418197,0.088267723,-0.170155521,0.022464985,0.051650281,0.280202455,0.026613629,-0.322373303,0.091276437,-0.011600783,0.173437683,0.219618797,0.127543011,-0.359359334,-0.039677303,-0.16474558,-0.043750271,-0.020007912,-0.112848273
Sakesphorus_canadensis,-0.47347204,0.029320781,0.378682818,0.067669186,0.329744543,-0.014276966,0.235052447,-0.141233197,-0.032567536,0.007153282,0.297758935,0.017751265,-0.363130223,0.053189906,-0.120368324,0.076208531,0.183504694,0.078430899,-0.354827361,-0.015034614,-0.157491558,-0.053163617,0.077113605,-0.106015455
Sarcoramphus_papa,-0.454015992,-0.061660824,0.432476719,0.045542585,0.378335571,-0.008515868,0.129643371,-0.151015234,0.006090328,0.048912861,0.261360687,0.044817219,-0.341500211,0.108047678,-0.056157934,0.101303819,0.168884939,0.107082975,-0.356268175,-0.021241857,-0.173432438,-0.091062921,0.004583136,-0.122210433
Sasia_abnormis,-0.539630761,0.022035624,0.342704245,0.069240037,0.327783876,0.009888427,0.20114962,-0.14411132,0.025858766,-0.024844743,0.275537792,0.015106085,-0.359345003,0.064167901,-0.058855065,0.095394271,0.183350033,0.093293553,-0.362524373,-0.016388103,-0.116748419,-0.067283513,0.080719287,-0.116498217
Scelorchilus_albicollis,-0.459310484,0.007736872,0.408222541,0.048507322,0.36651491,-0.030458424,0.249845857,-0.103116679,-0.066273073,0.009993977,0.302552248,-0.007920756,-0.356746997,0.036274541,-0.150818165,0.065593955,0.159401944,0.070071143,-0.343055592,8.65E-04,-0.170717417,-0.023876123,0.060384228,-0.073670563
Scenopoeetes_dentirostris,-0.436767437,-0.053819739,0.45708329,0.068128725,0.300414958,-0.076294065,0.203074939,-0.189317847,-0.071170934,0.032030436,0.279407002,0.02747062,-0.323913031,0.070838461,-0.125924465,0.153302086,0.185382925,0.150738957,-0.325858306,-0.02727801,-0.172995552,-0.04000206,0.031266611,-0.115797564
Schiffornis_virescens,-0.431156756,0.005760279,0.362016987,0.054024694,0.392018914,-0.029081315,0.27800373,-0.140678325,-0.088310839,0.01983082,0.325484965,-0.014369314,-0.355162657,0.054313227,-0.179378766,0.091842753,0.149834007,0.072427897,-0.33475175,-0.001408284,-0.182631608,-0.027617802,0.064033774,-0.085044629
Selenidera_reinwardtii,-0.590672285,-0.031084401,0.298636179,0.038230549,0.268338707,0.002560043,0.20076136,-0.15936302,0.101319791,0.059324676,0.241525582,0.024377316,-0.380704759,0.083521524,0.010882519,0.129439171,0.204954883,0.085957478,-0.390469151,-0.033670452,-0.084263318,-0.069141449,0.119690492,-0.130151435
Semioptera_wallacii,-0.539399804,-0.01005857,0.409559767,0.043587957,0.320519118,-0.062599655,0.251060793,-0.115095874,0.011793291,-0.007579931,0.218659805,0.017553147,-0.369391946,0.055153665,-0.083418494,0.093047496,0.127260559,0.090025131,-0.358629359,-0.004515397,-0.101194662,-0.025816727,0.113180932,-0.073701242
Semnornis_ramphastinus,-0.495535247,0.006223681,0.369964747,0.067086358,0.332957436,-0.012755042,0.210308497,-0.281441504,0.033165998,0.103716594,0.212958038,0.094210706,-0.327815686,0.08888363,-0.031434073,0.14269936,0.119968563,0.153673886,-0.343317529,-0.032665474,-0.131549742,-0.116050265,0.050329,-0.21358193
Sitta_canadensis,-0.504970139,0.032322025,0.380089048,0.059356565,0.376606663,-0.001897495,0.256864719,-0.101433942,-0.020054807,-0.014475042,0.268720777,-0.021778229,-0.37206435,0.050094481,-0.118299524,0.057022572,0.129654331,0.056914487,-0.352925075,0.004283596,-0.13026687,-0.04096391,0.086645228,-0.079445107
Smithornis_sharpei,-0.457590175,0.010297984,0.365989884,0.066022818,0.351712013,-0.011681385,0.252762528,-0.182247999,-0.055536462,0.008123461,0.300811315,0.015460945,-0.351877432,0.066237468,-0.142833526,0.097152139,0.161804774,0.087643657,-0.341214936,-0.003576431,-0.162345823,-0.04399879,0.07831784,-0.109433867
Snowornis_subalaris,-0.429926854,-0.003594285,0.399103438,0.059209488,0.347578629,-0.018504012,0.231220132,-0.154218695,-0.085141561,0.006898365,0.32704955,0.013489591,-0.341995881,0.057608638,-0.155416521,0.103930524,0.190300002,0.09437575,-0.333231367,-0.011506281,-0.187274855,-0.038100954,0.037735288,-0.109588128
Sphyrapicus_varius,-0.490364078,0.030793117,0.378833473,0.081390996,0.339979944,-0.035850529,0.250205304,-0.131684109,-0.030191692,-0.015494732,0.283267238,0.003474408,-0.364772802,0.047726035,-0.11827068,0.071518595,0.16327031,0.089874513,-0.348882266,-0.002345636,-0.140650877,-0.045423765,0.077576126,-0.093978892
Spizaetus_ornatus,-0.47023109,-0.093814159,0.435950415,0.10466337,0.316296975,-0.030461833,0.047215777,-0.230796487,0.007641789,0.040903628,0.292317514,0.074206594,-0.291512215,0.089450561,0.003880682,0.154727468,0.248758878,0.165083739,-0.347188553,-0.045872824,-0.184023441,-0.073938705,-0.05910673,-0.154151353
Spizixos_semitorques,-0.447437059,-0.02241665,0.503235367,0.06107346,0.373598709,-0.035649575,0.200784141,-0.181490534,-0.065331315,0.015419771,0.221013277,0.033137387,-0.319441289,0.073313678,-0.126513681,0.135640796,0.094094637,0.122076145,-0.313879449,-0.011762256,-0.146074311,-0.053679084,0.025950972,-0.135663138
Stephanoaetus_coronatus,-0.465163165,-0.096891748,0.430767528,0.094375121,0.291534456,-0.007707861,0.068851439,-0.224726321,0.024949792,0.039500605,0.276158608,0.057762408,-0.309238983,0.111691405,-2.22E-04,0.190631784,0.244158121,0.157690835,-0.351044404,-0.042296761,-0.176437614,-0.099523249,-0.03431416,-0.18050622
Strepera_versicolor,-0.544949313,0.007464048,0.358934236,0.060177157,0.310184828,-0.036495242,0.23941708,-0.124714855,0.022557932,-0.007276615,0.252628186,0.006578627,-0.36918416,0.052047258,-0.069936207,0.088247747,0.168363636,0.095265793,-0.366534023,-0.00733909,-0.110575903,-0.042682165,0.109093708,-0.091272664
Streptocitta_albicollis,-0.490582387,-0.006343804,0.3863486,0.059031695,0.35272453,-0.011213905,0.221321801,-0.146108498,-0.029128538,-0.009352527,0.279527396,-0.003072188,-0.348709601,0.059483084,-0.10531762,0.100540702,0.164246777,0.096541946,-0.347726719,-0.010398873,-0.145340294,-0.034901028,0.062636056,-0.094206604
Strigops_habroptila,-0.475762344,-0.080639003,0.393842853,0.049926682,0.361817152,2.24E-04,0.081137846,-0.169462686,0.026896195,0.084508649,0.291407831,0.052800788,-0.306536307,0.08817279,0.009329442,0.167719143,0.221853513,0.126326285,-0.360560669,-0.058069194,-0.188838681,-0.102600169,-0.05458683,-0.158907549
Strix_virgata,-0.394495523,-0.077377925,0.454552299,0.051262418,0.383682976,-0.040276639,0.143425256,-0.23921394,-0.094760601,0.082473361,0.311517476,0.051719089,-0.291106362,0.059894692,-0.122667816,0.1473057,0.175776451,0.160704124,-0.314123042,-0.028748505,-0.210880977,-0.030158916,-0.040920138,-0.13758346
Struthidea_cinerea,-0.442157112,-0.031502034,0.47398613,0.089437897,0.358495811,-0.018909417,0.173612157,-0.209685434,-0.056488162,0.053278291,0.238232051,-0.042448129,-0.311937753,0.065360047,-0.101594942,0.139826353,0.142770108,0.169760913,-0.324505798,-0.031982996,-0.167245828,-0.059842896,0.016833338,-0.123292596
Sturnella_militaris,-0.514537356,-0.035592888,0.42954235,0.051555726,0.290418301,-0.052933182,0.146719646,-0.140480373,0.001851121,0.035623382,0.275556787,0.043082394,-0.319554239,0.03798278,-0.030987448,0.110768823,0.228969513,0.140187985,-0.359635065,-0.046104947,-0.162938551,-0.055014483,0.01459494,-0.089075217
Sturnus_vulgaris,-0.490573929,0.010079705,0.395642458,0.025404302,0.376541346,-0.015877599,0.218929432,-0.064231804,-0.03424885,-0.001561993,0.303952602,-0.00291043,-0.361855744,0.02598444,-0.11389167,0.048338337,0.174207233,0.067994427,-0.357072695,-0.00715934,-0.160824683,-0.026250617,0.0491945,-0.059809427
Surnia_ulula,-0.421167889,-0.086587063,0.433158332,0.049270256,0.373108024,-0.002592807,0.102524893,-0.242986553,-0.058403675,0.065264007,0.310812047,0.056802435,-0.292265326,0.081402912,-0.084803357,0.165786561,0.197583793,0.156748978,-0.322168987,-0.034640827,-0.196519537,-0.054559809,-0.041858318,-0.153908091
Sylvia_communis,-0.446459119,0.013824074,0.428331051,0.050574157,0.390799698,-0.012173863,0.253062694,-0.13064086,-0.071856736,0.010201773,0.275305287,-0.009768742,-0.353190394,0.053297086,-0.157981797,0.08333178,0.119475823,0.075807402,-0.330760706,-9.54E-04,-0.160774868,-0.039890219,0.054049066,-0.093608293
Tachyphonus_coronatus,-0.502752233,-0.008382481,0.439479798,0.055929399,0.330207674,-0.035960341,0.195573265,-0.145591939,-0.014408215,0.027976043,0.246689535,0.017199503,-0.336541963,0.042435431,-0.075635241,0.097104108,0.160396813,0.115464889,-0.347865783,-0.023666636,-0.142434998,-0.049367915,0.047291348,-0.093140062
Tanygnathus_lucionensis,-0.51752373,-0.121205477,0.347714025,0.034448985,0.317656297,0.00302267,0.093476637,-0.194339847,0.104180444,0.096122255,0.24722782,0.069036261,-0.329795698,0.127238949,0.065315573,0.221352333,0.212396658,0.130235514,-0.382024505,-0.050554769,-0.148661953,-0.121367009,-0.009961568,-0.193989865
Tanygnathus_megalorynchos,-0.510221536,-0.123624434,0.356144338,0.023675726,0.325614831,-0.00881315,0.08305292,-0.180924731,0.10671495,0.104093803,0.246703277,0.064401082,-0.337260373,0.124026305,0.063211277,0.22515321,0.207881405,0.143396497,-0.380410667,-0.056999026,-0.14656104,-0.128959878,-0.014869382,-0.185425404
Tanysiptera_galatea,-0.56305511,0.018675684,0.333162509,0.063835547,0.28066065,-0.050145223,0.236390487,-0.122132564,0.049105229,0.005534768,0.25634076,0.034339683,-0.377124402,0.055355617,-0.044553692,0.08933636,0.192776677,0.087261906,-0.379432309,-0.021895845,-0.104444872,-0.062484812,0.120174072,-0.097681121
Tchagra_senegalus,-0.431891198,0.006541651,0.401262008,0.078533104,0.381992138,-0.018511024,0.195731414,-0.181224281,-0.0730906,-0.004643208,0.312577855,0.016737024,-0.332816442,0.059583061,-0.141684693,0.10277697,0.167828065,0.121828603,-0.329313545,-0.014727436,-0.177032379,-0.050327357,0.026437377,-0.116567106
Telespiza_ultima,-0.480211503,-0.045681657,0.435624592,0.077189304,0.31441584,-0.051461098,0.120004082,-0.198293333,0.00482913,0.067924729,0.258135821,0.040444801,-0.316489962,0.071745507,-0.028521017,0.153490106,0.201386865,0.163457143,-0.348516472,-0.064591782,-0.159482742,-0.084726095,-0.001174635,-0.129497624
Terathopius_ecaudatus,-0.468655753,-0.111349051,0.420774035,0.07556472,0.34101131,-0.005087117,0.037802201,-0.204635107,0.005785701,0.023056932,0.311728485,0.069388524,-0.294359435,0.090258531,-0.003548876,0.150307492,0.253893919,0.15190909,-0.352167615,-0.032266663,-0.188516523,-0.05957192,-0.063747448,-0.14757543
