Taxon,ProcCoord1,ProcCoord2,ProcCoord3,ProcCoord4,ProcCoord5,ProcCoord6,ProcCoord7,ProcCoord8,ProcCoord9,ProcCoord10,ProcCoord11,ProcCoord12,ProcCoord13,ProcCoord14,ProcCoord15,ProcCoord16,ProcCoord17,ProcCoord18,ProcCoord19,ProcCoord20,ProcCoord21,ProcCoord22,ProcCoord23,ProcCoord24
Milvago_chimango,-0.515884812,-0.039726013,0.446025417,0.107479996,0.358378952,-0.025773102,0.14905436,-0.252059665,0.034267409,0.035108867,0.166816753,0.039555643,-0.30872172,0.111504981,-0.019790992,0.156916217,0.089619253,0.16668426,-0.333598319,-0.015541106,-0.10733665,-0.100582302,0.04117035,-0.183567776
Milvus_milvus,-0.439816009,-0.087844315,0.42469993,0.072432561,0.361531187,-0.023064064,0.078677455,-0.20473547,-0.040684591,0.023156564,0.326445347,0.061465949,-0.29904804,0.083797757,-0.069114676,0.15720715,0.223251585,0.143019196,-0.331942086,-0.033842218,-0.189223941,-0.049567453,-0.044776159,-0.142025657
Mimus_saturninus,-0.452380838,0.00702456,0.415330582,0.046596407,0.350793104,-0.03994017,0.268128648,-0.114223083,-0.07399496,6.69E-04,0.293269282,-0.004226552,-0.359113812,0.047342666,-0.162486854,0.080183278,0.153494908,0.081191471,-0.338855994,-0.001014927,-0.167089546,-0.02790446,0.07290548,-0.075697981
Mirafra_javanica,-0.471822668,-0.006124473,0.41535235,0.083200338,0.333633608,-0.010085873,0.173917549,-0.191500263,-0.03108053,0.025179013,0.286332292,0.030145793,-0.32495029,0.059884741,-0.082411559,0.108848343,0.189293511,0.117441933,-0.340513155,-0.027918395,-0.1647162,-0.062896067,0.016965093,-0.12617509
Momotus_momota,-0.500674267,0.007089061,0.378299339,0.047900352,0.339633386,-0.02601101,0.262976347,-0.156229763,-0.014489202,0.043251019,0.252689795,0.007299743,-0.367391434,0.052316019,-0.112365662,0.083524416,0.136170311,0.079827751,-0.353177542,-0.003808468,-0.128819981,-0.036630452,0.107148909,-0.098528668
Monasa_morphoeus,-0.513175999,-0.003905269,0.369153004,0.078279708,0.307410842,-0.022213404,0.221297687,-0.160794278,-0.004467919,0.016261579,0.281938975,0.010649978,-0.359446178,0.049679471,-0.08603917,0.083148267,0.191489235,0.084759473,-0.357776704,-0.004178993,-0.134773117,-0.031058258,0.084389344,-0.100628276
Monticola_solitarius,-0.438656271,0.019911234,0.425045715,0.0441208,0.382540471,-0.024080186,0.28431898,-0.112908063,-0.083602492,0.008360685,0.280191779,-0.02298117,-0.365995475,0.046289707,-0.180543854,0.077344798,0.119670787,0.06313375,-0.334925194,0.001831654,-0.164595725,-0.028653341,0.07655128,-0.072369869
Motacilla_alba,-0.498837402,0.029386444,0.371260417,0.030682216,0.386798222,0.005740926,0.25758062,-0.102257053,-0.027836816,7.69E-04,0.282723995,-0.001421126,-0.370424514,0.040021845,-0.125574283,0.045708751,0.135517911,0.05492806,-0.353091185,0.007747348,-0.140613263,-0.035289026,0.082496299,-0.07601748
Mulleripicus_fulvus,-0.525232079,0.017660133,0.343826688,0.043079498,0.341104828,0.009078185,0.253525171,-0.111403456,0.001369713,-0.004154209,0.283604418,-0.004289224,-0.372870153,0.052590352,-0.088602008,0.068930629,0.172006446,0.057107641,-0.36565459,-0.005292749,-0.130390877,-0.040383702,0.087312443,-0.082923096
Myadestes_obscurus,-0.426854907,0.0199077,0.407419472,0.040622597,0.403078981,-0.006856818,0.282428551,-0.134776726,-0.092566291,0.013189954,0.292244799,-0.017271709,-0.359589708,0.054672216,-0.188707421,0.083123444,0.115047075,0.068071017,-0.32774546,0.004000994,-0.171132305,-0.035586452,0.066377214,-0.089096216
Myiagra_vanikorensis,-0.380428507,0.00778564,0.427318723,0.031907765,0.411591838,-0.039687375,0.290653763,-0.130314683,-0.135202459,0.031335601,0.320367736,-0.011566624,-0.358921161,0.040806672,-0.23224408,0.084295471,0.12245132,0.065271981,-0.320582188,-1.11E-04,-0.200704869,-0.011512351,0.055699885,-0.068211098
Myiarchus_crinitus,-0.474128165,0.001911608,0.374560009,0.045792122,0.338294432,-0.005034914,0.224088122,-0.127550393,-0.043760612,0.010668938,0.32384483,0.020444114,-0.353521034,0.042631635,-0.118651451,0.06810417,0.205348231,0.067850445,-0.354596749,-0.006104596,-0.174951642,-0.032628485,0.053474027,-0.086084644
Myiobius_barbatus,-0.454630857,0.003751125,0.373126489,0.025102604,0.385796614,-0.015059025,0.244069131,-0.11782277,-0.061339227,0.013882818,0.320774263,0.010652253,-0.36239089,0.043720113,-0.151756162,0.07357883,0.163577404,0.064978702,-0.345972272,-0.009861075,-0.17036468,-0.018719089,0.059110187,-0.074204486
Myioborus_pictus,-0.45896353,0.004620791,0.417087051,0.036561401,0.388029364,-0.034655447,0.24461761,-0.118121787,-0.063608619,0.018277888,0.283501248,0.005364301,-0.35223671,0.038317914,-0.146158892,0.082088626,0.132241824,0.085187268,-0.33493294,-0.00607123,-0.158660824,-0.026571681,0.049084419,-0.084998044
Myiozetetes_cayanensis,-0.457026346,0.001275793,0.383191818,0.067237976,0.33338543,-0.014807754,0.201931427,-0.158495902,-0.051882576,0.012286303,0.326643755,0.027287064,-0.339180237,0.053053514,-0.117092049,0.097011932,0.210496322,0.098219562,-0.344497614,-0.020772812,-0.180290905,-0.048776728,0.034320974,-0.11351895
Myrmotherula_brachyura,-0.49542732,0.012682023,0.41840806,0.044924357,0.358069441,-0.036803966,0.252518609,-0.119999762,-0.026068139,0.011235006,0.246486899,0.017110019,-0.365681682,0.048791864,-0.118976742,0.068072731,0.122209836,0.073007046,-0.347907674,-0.002161875,-0.129562385,-0.032382753,0.085931098,-0.084474689
Mystacornis_crossleyi,-0.495622193,0.022855901,0.366750206,0.03623011,0.356062911,3.54E-04,0.247220646,-0.099728745,-0.025159883,0.008993,0.300320834,-0.003156596,-0.371496984,0.039791322,-0.117255721,0.050620413,0.172114586,0.058026142,-0.359810048,-0.004724428,-0.150601663,-0.035691632,0.077477308,-0.073569769
Napothera_crassa,-0.446148092,0.01556351,0.4135586,0.048940344,0.376869436,-0.023907766,0.268401423,-0.144484983,-0.074513164,0.007706817,0.280555482,0.007786637,-0.35671538,0.05622043,-0.166980457,0.084919774,0.123667376,0.076742274,-0.331424429,0.001222733,-0.15894516,-0.035704399,0.071674366,-0.095005372
Necrosyrtes_monachus,-0.53542525,-0.064988915,0.465378226,0.035028606,0.396303775,-0.034911431,0.150053658,-0.096106287,0.040027899,0.014354911,0.190429045,0.013094134,-0.348724142,0.084788905,-0.029453484,0.079604975,0.099771429,0.093157401,-0.359861612,-0.0074397,-0.107447622,-0.044653906,0.038948079,-0.071928694
Nestor_notabilis,-0.554913544,-0.095049517,0.333802919,0.034574607,0.321476781,-0.011571326,0.155580335,-0.142370643,0.063964169,0.051906106,0.275946974,0.028434945,-0.338243713,0.078737061,0.017985131,0.146670306,0.218617072,0.091655749,-0.378751877,-0.02444264,-0.133249765,-0.0490123,0.017785518,-0.109532349
Newtonia_brunneicauda,-0.436028376,0.017396121,0.399844612,0.022903693,0.389556758,-0.01672951,0.268610807,-0.111089325,-0.081418459,0.018909192,0.307336286,0.001335934,-0.36862819,0.04320428,-0.183300974,0.066996281,0.137914901,0.06315413,-0.336561956,6.35E-04,-0.170657068,-0.024830688,0.073331661,-0.08188526
Nicator_chloris,-0.46168833,0.03140463,0.423038941,0.090249813,0.367816803,-0.056437874,0.267441665,-0.143143718,-0.050395391,0.001338294,0.246911576,0.006883379,-0.356254961,0.065543093,-0.141907466,0.084748547,0.107260298,0.086693027,-0.33756621,-0.00485754,-0.144237499,-0.055803948,0.079580572,-0.106617703
Ninox_novaeseelandiae,-0.392756191,-0.09023883,0.436881989,0.032048724,0.466708705,-0.002121748,0.099265452,-0.23567222,-0.081309129,0.101778578,0.313461257,0.017250254,-0.292957504,0.053496621,-0.110427264,0.147170985,0.153929042,0.141421183,-0.318609122,-0.040384398,-0.211667847,-0.022747256,-0.062519387,-0.102001894
Nonnula_rubecula,-0.49452049,0.013300904,0.364933768,0.069616104,0.313230623,-0.012002238,0.239098023,-0.145962139,-0.025040043,-0.004196102,0.298954744,0.011727777,-0.363198479,0.051063043,-0.108982846,0.0793701,0.196666522,0.075044132,-0.357124251,-0.005416992,-0.148791233,-0.035656451,0.084773663,-0.096888138
Notharchus_hyperrhynchus,-0.534917844,-0.00235967,0.312438297,0.07560757,0.298726316,0.014964191,0.203089828,-0.218533827,0.048432051,0.047555144,0.266592525,0.029363075,-0.365083988,0.080614553,-0.037903249,0.111781833,0.194960456,0.100675912,-0.368415882,-0.021808752,-0.112914485,-0.071690444,0.094995975,-0.146169586
Nyctyornis_amictus,-0.566451348,-0.01855101,0.361146706,0.022014582,0.336657373,-0.024729052,0.263953201,-0.121857489,0.039465761,0.01369649,0.214986328,0.001907509,-0.383056364,0.05820485,-0.069295253,0.090639411,0.115876682,0.067494786,-0.367495234,0.004943225,-0.080241073,-0.014705702,0.134453221,-0.0790576
Nymphicus_hollandicus,-0.470451429,-0.075643666,0.389754685,0.062034026,0.329529648,0.023625935,0.095577753,-0.24324476,0.005955563,0.085059634,0.294629671,0.117574821,-0.266993173,0.098669014,0.020444875,0.171518229,0.234819136,0.156944461,-0.343160759,-0.038523769,-0.211595842,-0.112572274,-0.078510127,-0.24544165
Nystalus_chacuru,-0.511803464,0.0159396,0.382160534,0.082086415,0.304490009,-0.023065334,0.199169225,-0.13541727,0.004275789,0.00421723,0.28296664,0.026661007,-0.358052081,0.052471952,-0.068897711,0.07087195,0.206516107,0.086181846,-0.365322802,-0.018946788,-0.143044546,-0.058067527,0.067542299,-0.10293308
Opisthocomus_hoazin,-0.449004419,-0.030093503,0.479361061,0.05260262,0.394424773,-0.064772052,0.205578433,-0.226300842,-0.053990251,0.055485046,0.206475784,0.060303017,-0.309870421,0.068037407,-0.112379886,0.131246615,0.071387457,0.155429221,-0.316989621,-0.014501345,-0.146577331,-0.048925154,0.031584419,-0.13851103
Oreoica_gutturalis,-0.450061129,-0.001770452,0.406129427,0.081631151,0.323289205,-0.068605059,0.252696128,-0.177827478,-0.066789889,0.021047113,0.286948886,0.028796539,-0.339811753,0.058569909,-0.140366172,0.107929532,0.166686035,0.116072246,-0.334793684,-0.010558615,-0.167943106,-0.040439951,0.064016052,-0.114844935
Oriolus_oriolus,-0.493455144,-0.017084682,0.379044239,0.045805939,0.33006468,-0.026701384,0.22950022,-0.1374563,-0.022682124,0.025702492,0.284636568,-0.006300185,-0.356153405,0.051688836,-0.101473724,0.099406737,0.181473082,0.100165889,-0.353160544,-0.015229645,-0.148428905,-0.033579965,0.070635056,-0.086417731
Orthonyx_spaldingii,-0.444562837,0.007766027,0.40262857,0.047378665,0.380665114,-0.057995432,0.26828076,-0.1256726,-0.076657505,0.021552475,0.294243997,0.005854711,-0.353733687,0.045033276,-0.164663316,0.089263995,0.133743543,0.090596417,-0.332614589,-0.007240823,-0.166590309,-0.029839155,0.059260259,-0.086697556
Otus_spilocephalus,-0.40714271,-0.070160649,0.448797462,0.066032333,0.363899372,-0.041260381,0.138185756,-0.251706133,-0.072233252,0.096414542,0.29912913,0.054018087,-0.293435683,0.066755142,-0.098882647,0.154889933,0.180599357,0.160204424,-0.320266373,-0.041660938,-0.204168538,-0.046919761,-0.034481875,-0.146606599
Pachycephala_pectoralis,-0.437702975,0.011011054,0.40518249,0.056455031,0.343560254,-0.026378769,0.255356127,-0.143848647,-0.079446084,9.81E-04,0.307828821,0.015979159,-0.354162749,0.060268836,-0.165394327,0.091404902,0.167304002,0.08556818,-0.334608084,-0.004946932,-0.173547739,-0.040138119,0.065630266,-0.106355205
Palmeria_dolei,-0.526225006,-0.012339266,0.391147479,0.039840363,0.334237791,-0.016522747,0.202280649,-0.095288141,8.05E-05,0.006514488,0.280569589,0.009229712,-0.351679362,0.0342442,-0.068982394,0.071441237,0.190568287,0.074199283,-0.36520364,-0.008914923,-0.1448024,-0.028493296,0.058008472,-0.073910911
Pandion_haliaetus,-0.4918647,-0.08968992,0.389412062,0.091512925,0.338688247,-0.017439839,0.147594875,-0.201318909,0.002933245,0.019767285,0.270756204,0.02898766,-0.310744396,0.099630273,-0.040975998,0.159130326,0.187984379,0.11600859,-0.350049258,-5.08E-05,-0.159206166,-0.053369105,0.015471505,-0.1531685
Parabuteo_unicinctus,-0.458644221,-0.112973489,0.454187698,0.078049733,0.342730138,-0.003715225,0.028594028,-0.227235758,-0.001824154,0.052810131,0.295949879,0.071595403,-0.283924529,0.082526137,-0.002133915,0.160080207,0.238086356,0.155133343,-0.343978329,-0.04184503,-0.19137368,-0.057677202,-0.077669272,-0.156748251
Paradisaea_rubra,-0.582819501,-0.011488452,0.354909046,0.059449357,0.28824838,-0.030857246,0.210894162,-0.109219275,0.065821987,-0.016200281,0.236117638,0.002940806,-0.379029833,0.068817682,-0.027156684,0.096284327,0.181767651,0.085164344,-0.379428595,-0.020884423,-0.086526648,-0.043656948,0.117202395,-0.08034989
Paradoxornis_webbianus,-0.410173943,-0.003923555,0.490978384,0.12179521,0.365199568,0.013088381,0.074983856,-0.219626683,-0.039559108,-0.00776159,0.263035946,0.034924006,-0.280159702,0.098142261,-0.051871056,0.176099975,0.185012379,0.196051393,-0.328293809,-0.061229532,-0.194095055,-0.140770101,-0.07505746,-0.206789765
Paramythia_montium,-0.427062421,0.018193258,0.445812608,0.050096121,0.380664369,-0.053720651,0.2657549,-0.125738053,-0.092193469,0.008510501,0.280075443,0.005140073,-0.352992497,0.043569531,-0.179407537,0.078100746,0.121630642,0.094233924,-0.327661877,-0.004555454,-0.171733136,-0.032618308,0.057112976,-0.081211687
Pardalotus_striatus,-0.411599314,-0.010662373,0.440616912,0.036907054,0.38996408,-0.048123642,0.253433749,-0.145360485,-0.097706093,0.049954679,0.276553487,-0.010503505,-0.337225831,0.064080945,-0.180746349,0.139730368,0.114313112,0.120479239,-0.314667035,-0.021362231,-0.17657653,-0.054266863,0.043639813,-0.120873185
Parmoptila_woodhousei,-0.502096459,0.003432733,0.366364185,0.066298221,0.310078594,-0.055413546,0.243700194,-0.136970839,-0.018508599,0.021397811,0.286890489,0.029423653,-0.351718683,0.056032059,-0.091496905,0.087135078,0.188120746,0.107701084,-0.353892557,-0.015521318,-0.146723551,-0.047921133,0.069282545,-0.115593803
Paroreomyza_montana,-0.493418847,-0.00285123,0.419251975,0.05266274,0.323870948,-0.031282104,0.22700361,-0.108778943,-0.033289895,0.00733673,0.27885346,0.002074069,-0.350330034,0.040915114,-0.102821042,0.07355762,0.181641274,0.087290551,-0.353006231,-0.011434768,-0.156744807,-0.030899121,0.058989589,-0.078590657
Parula_americana,-0.491656875,-0.00316065,0.406610332,0.036468459,0.351943833,-0.016236772,0.240565562,-0.113995512,-0.035141945,0.012707289,0.277977679,-0.004605421,-0.359898425,0.037968689,-0.116133955,0.06718661,0.158279935,0.077709552,-0.349219992,-0.001508961,-0.146983906,-0.019622565,0.063657757,-0.07291072
Parus_major,-0.534565512,0.022578681,0.384008371,0.109006689,0.322982779,-0.014561678,0.196910384,-0.154596164,0.024559547,-0.034678925,0.24200498,0.012441794,-0.351927995,0.079184121,-0.055249485,0.105074527,0.155735351,0.103129837,-0.35514891,-0.016459591,-0.105438742,-0.071636119,0.076129231,-0.139483171
Passer_domesticus,-0.483638021,-0.033746387,0.425808349,0.076046732,0.314637892,-0.03023344,0.15358527,-0.209252018,-0.018174205,0.066219598,0.267654387,0.015876099,-0.311508701,0.051170673,-0.053918319,0.136706996,0.198517875,0.15069833,-0.344681519,-0.04715744,-0.165815306,-0.061634575,0.017532298,-0.114694567
Pelargopsis_amauroptera,-0.591468831,0.021689612,0.32056226,0.046203915,0.303120341,-0.018071111,0.230212359,-0.115309211,0.074282777,0.029403559,0.241382474,0.032375791,-0.377293112,0.04805754,-0.016446639,0.06698563,0.178153305,0.069576371,-0.38682314,-0.016290874,-0.092478539,-0.065131395,0.116796745,-0.099489825
Penelopides_affinis,-0.616808291,-0.083899264,0.321853209,0.032993261,0.266749503,-0.032124891,0.190998738,-0.150368633,0.119204227,0.038802686,0.209781931,0.024891116,-0.37913194,0.087239365,0.028316783,0.14696198,0.184342739,0.089912848,-0.391772196,-0.016986377,-0.061116384,-0.03064509,0.127581681,-0.106777003
Peucedramus_taeniatus,-0.463426113,0.008776626,0.409479281,0.02584747,0.386616366,0.002008928,0.266594153,-0.103978437,-0.059671123,0.014223479,0.283402633,-0.020088149,-0.371689056,0.043816909,-0.158821661,0.060663383,0.128455387,0.047721169,-0.342876586,0.005172141,-0.153164705,-0.0151765,0.075101423,-0.068987019
Phaenostictus_mcleannani,-0.476606431,-0.001093561,0.373405528,0.042609371,0.329539133,-0.046980409,0.238805917,-0.117752183,-0.038416486,0.013080942,0.308970902,0.017738148,-0.360814655,0.047031341,-0.120371231,0.094015555,0.19389615,0.089322675,-0.353877925,-0.020121877,-0.162491739,-0.039877141,0.067960837,-0.077972861
Phalcoboenus_carunculatus,-0.526260327,-0.030776,0.442192775,0.11304654,0.34378852,-0.072859508,0.17168929,-0.22031847,0.0418787,0.038907897,0.161718779,0.044059931,-0.318097779,0.100591867,-0.014042351,0.153889941,0.091679869,0.166474778,-0.340286576,-0.025060086,-0.100749585,-0.097351818,0.046488684,-0.170605072
Pharomachrus_mocinno,-0.452069892,-0.046630841,0.402342623,0.022575492,0.388396884,-0.035544678,0.255627181,-0.153914722,-0.058150131,0.055598361,0.266658035,-0.006796726,-0.344633755,0.070142827,-0.139645401,0.131204365,0.118598348,0.091752402,-0.335725795,-0.010233766,-0.160539336,-0.025811712,0.059141238,-0.092341003
Philemon_buceroides,-0.481624085,0.005306745,0.419892294,0.020514241,0.382970234,-0.06214203,0.284655298,-0.127699732,-0.041272,0.013677765,0.221904814,0.006050424,-0.362705905,0.052843086,-0.136584371,0.085370299,0.084104128,0.126110974,-0.337917394,3.12E-04,-0.124520183,-0.033402372,0.09109717,-0.08694104
Philentoma_velata,-0.430017056,0.006481935,0.397591943,0.033861903,0.378664065,-0.019623197,0.268652831,-0.117877819,-0.085992102,0.004417367,0.311437668,-0.003318829,-0.363407174,0.055421909,-0.178658427,0.085325848,0.151079504,0.064422277,-0.33905092,-0.004623033,-0.178761081,-0.02644072,0.06846075,-0.078047642
Phodilus_badius,-0.448204794,-0.118482998,0.399358923,-0.003094639,0.368699136,-0.041569303,0.211994624,-0.162447139,-0.022441458,0.105919223,0.262384516,0.004227027,-0.337765215,0.083028291,-0.087100495,0.171162436,0.148565773,0.113032085,-0.355042484,-0.017303001,-0.174375248,-0.024055987,0.033926721,-0.110415995
Phoeniculus_purpureus,-0.609053661,-0.033418041,0.316359083,0.034354145,0.289143639,-0.019780131,0.219868303,-0.092331424,0.076850551,-7.61E-04,0.259917562,0.008403442,-0.381822257,0.043176932,-0.01367086,0.07399149,0.205941304,0.047431478,-0.394274536,-0.00274404,-0.092434049,-0.004108608,0.123174922,-0.054214516
Phylidonyris_novaehollandiae,-0.437569734,0.00944581,0.409635229,0.016814426,0.404379966,-0.044978396,0.301289342,-0.11194848,-0.085647487,0.028553028,0.275661893,-0.007238686,-0.371240012,0.042786218,-0.195918696,0.07131688,0.096141622,0.071615389,-0.332766373,0.011309938,-0.158502257,-0.014077953,0.094536509,-0.073598173
Phylloscopus_collybita,-0.44091198,0.013227089,0.415208013,0.018195861,0.402806969,-0.006199923,0.276236407,-0.101522627,-0.081907991,0.019023822,0.291171738,-0.018664668,-0.364943234,0.041150657,-0.179000807,0.069764879,0.120764185,0.051189528,-0.337277934,0.002224025,-0.170480342,-0.024619353,0.068334977,-0.06376929
Pica_pica,-0.499751671,0.004425835,0.376095353,0.053420534,0.347769399,0.001599698,0.223784285,-0.141241697,-0.011462537,0.007918993,0.274993825,0.003560542,-0.358727693,0.062741015,-0.098526663,0.096984854,0.160466785,0.079819903,-0.352015253,-0.010036724,-0.13697281,-0.053249439,0.074346979,-0.105943513
Picathartes_oreas,-0.448095463,0.011428413,0.412763648,0.032936357,0.391334933,-0.008379392,0.27519519,-0.119154803,-0.073690849,0.011301743,0.277965889,-0.007451724,-0.359382283,0.054221504,-0.164528623,0.081095075,0.118916341,0.061314742,-0.336725859,0.003654717,-0.162675289,-0.032245514,0.068922365,-0.088721119
Picoides_nuttallii,-0.502988311,0.017600945,0.357945,0.046440096,0.343630501,2.93E-04,0.256079202,-0.109715774,-0.025376152,-0.013271857,0.300594758,0.003398392,-0.370024301,0.048569059,-0.115213096,0.059925374,0.177313761,0.053301148,-0.358472426,0.002134246,-0.1457538,-0.029902132,0.082264864,-0.078772975
Picumnus_innominatus,-0.537022831,0.017319897,0.337280384,0.063779829,0.344956704,-0.008479198,0.236251625,-0.125694921,0.019479772,-0.008037051,0.264898017,-0.014618075,-0.370542212,0.059889022,-0.077210501,0.086316571,0.156841746,0.090042036,-0.362556206,-0.007491002,-0.111627392,-0.050284041,0.099250894,-0.102743067
Picus_viridis,-0.494473878,0.02482483,0.346575487,0.029070573,0.346753749,-0.021654726,0.30586496,-0.110771814,-0.034073984,0.008077298,0.288557391,-3.99E-07,-0.382266878,0.049294989,-0.140666722,0.069046166,0.149416188,0.052706375,-0.356594239,0.001380054,-0.140365631,-0.032659747,0.111273559,-0.069313598
Pinaroloxias_inornata,-0.510621633,-0.020964238,0.444098375,0.057864385,0.332212194,-0.039530496,0.166232723,-0.122468753,-0.006621408,0.022503816,0.258867724,0.017314592,-0.331834547,0.037923345,-0.055814837,0.088857574,0.182957021,0.106855849,-0.354771177,-0.030871391,-0.151175357,-0.042751971,0.026470922,-0.074732712
Pionites_leucogaster,-0.523317918,-0.09777456,0.393219383,0.035217329,0.329676742,0.001042358,0.110727387,-0.199888888,0.067918752,0.058266926,0.2270481,0.085041277,-0.308835388,0.120980893,0.036497139,0.193778635,0.178775151,0.140906416,-0.362570801,-0.03950112,-0.138949497,-0.106646633,-0.010189049,-0.191422633
Pionus_menstruus,-0.510933188,-0.092081334,0.379051028,0.036865927,0.342834425,8.84E-04,0.124742003,-0.171670385,0.048505062,0.092290668,0.253337429,0.057718067,-0.309853093,0.09805298,0.024886069,0.161535531,0.196468405,0.122392884,-0.368085882,-0.034901753,-0.166116312,-0.090747574,-0.014835948,-0.180339303
Pipra_erythrocephala,-0.431935337,1.51E-04,0.399214335,0.027157107,0.402188202,-0.009733952,0.236822036,-0.139840415,-0.078984179,0.013774518,0.304363734,-0.001027026,-0.34959472,0.057203605,-0.163371491,0.097798367,0.141692357,0.100989237,-0.33007747,-0.012716016,-0.172882287,-0.037825602,0.04256482,-0.095931199
Pitangus_sulphuratus,-0.531962247,0.008630203,0.332927088,0.04666225,0.311431814,-0.009789031,0.236009391,-0.126220419,0.013860089,-0.008962859,0.288232499,0.026452533,-0.369757566,0.060385145,-0.074145685,0.081136043,0.1971557,0.07414553,-0.370680582,-0.009733115,-0.13010961,-0.04895567,0.097039109,-0.093750609
Pithecophaga_jefferyi,-0.46122536,-0.103197646,0.412223594,0.083988995,0.308134339,-0.001851968,0.036229003,-0.234185864,0.043969129,0.04725178,0.281013889,0.076532528,-0.302678397,0.116911305,0.018499123,0.220302342,0.249297789,0.169803473,-0.354307735,-0.054972178,-0.183543233,-0.121210917,-0.047612142,-0.199371849
Pitta_baudii,-0.455992237,0.010650526,0.371114601,0.053753283,0.363896907,-0.003939328,0.266374686,-0.167848645,-0.064856073,0.019341284,0.298460209,-0.002418141,-0.354122738,0.055638454,-0.153333273,0.086255671,0.151606101,0.086888228,-0.337279203,0.004645295,-0.162592869,-0.034000594,0.076723888,-0.108966034
Pitta_caerulea,-0.482059586,1.92E-04,0.358077342,0.049096482,0.356777001,-6.47E-04,0.249530629,-0.168771299,-0.035755481,0.01498271,0.286824677,0.007963525,-0.354368869,0.060931819,-0.122849529,0.09771403,0.155615848,0.086835176,-0.346235674,-9.43E-04,-0.146334032,-0.033309066,0.080777674,-0.114045675
Pitta_gurneyi,-0.467028169,-0.00285101,0.37123235,0.045103766,0.348647595,-0.014307991,0.248317956,-0.146400961,-0.044873977,0.023717768,0.299698276,-0.002528345,-0.361623189,0.057312835,-0.132889752,0.093167633,0.171228183,0.08095781,-0.348886655,-0.011525465,-0.159535528,-0.033791103,0.07571291,-0.088854937
Pityriasis_gymnocephala,-0.49188921,0.002981794,0.450624704,0.094364614,0.339633471,-0.031405094,0.242357652,-0.19012301,-0.011446152,0.012550294,0.175831615,-0.047944116,-0.352168252,0.086665306,-0.101174778,0.136274306,0.082062755,0.149080186,-0.336238541,-0.017925425,-0.1010172,-0.061746134,0.103423937,-0.132772721
Platycercus_adscitus,-0.448010921,-0.108715626,0.408374182,0.023293098,0.37420047,-0.023351232,0.124635116,-0.184524138,4.66E-04,0.115878264,0.273036262,0.057935771,-0.294682759,0.100323047,-0.01409066,0.184171116,0.183706942,0.154966849,-0.348517118,-0.039445422,-0.20667965,-0.108385663,-0.052438032,-0.172146065
Platyrinchus_platyrhynchos,-0.423435411,0.00106142,0.393135265,0.043890931,0.374738367,-0.012184459,0.264938947,-0.154878471,-0.098432623,0.021501094,0.321527584,-0.00146636,-0.34825982,0.049711805,-0.181136008,0.088841086,0.159427971,0.079775085,-0.330202582,0.001014743,-0.187580146,-0.022977684,0.055278457,-0.09428919
Platysmurus_leucopterus,-0.506181992,-0.008122939,0.365235928,0.054482816,0.318161616,-0.018396332,0.224142022,-0.153058286,-0.003113723,0.016490727,0.27849809,0.019243472,-0.361178974,0.063238841,-0.088843686,0.105061434,0.180903227,0.088265583,-0.35700013,-0.015122455,-0.134055772,-0.043224033,0.083433392,-0.108858829
Platyspiza_crassirostris,-0.479603455,-0.07190336,0.45903925,0.063890419,0.303369504,-0.047949586,0.103225258,-0.173243033,-0.010300545,0.061540471,0.276539903,0.042654568,-0.298955405,0.060502423,-0.025730413,0.1541148,0.230182904,0.151493191,-0.349208637,-0.058541705,-0.182956339,-0.07104711,-0.025602024,-0.111511079
Plectrophenax_nivalis,-0.468508373,-0.029960759,0.439073739,0.063966791,0.350455185,-0.041563995,0.155999124,-0.137733701,-0.049033854,0.037770749,0.308733798,0.009310663,-0.317139199,0.028223045,-0.08652857,0.091298474,0.20811526,0.108103657,-0.344955844,-0.036190343,-0.190835567,-0.033257129,-0.005375698,-0.059967453
Ploceus_baglafecht,-0.516053458,-0.013487277,0.454889744,0.066660168,0.32935528,-0.09614234,0.219686942,-0.193242341,0.001667539,0.052139067,0.189567046,0.068760182,-0.332715428,0.05594693,-0.061794639,0.105338846,0.103453336,0.135524722,-0.342277933,-0.023910646,-0.113844995,-0.050687887,0.068066567,-0.106899425
Pogoniulus_bilineatus,-0.534881764,-0.014907282,0.344317575,0.057787236,0.335508821,-0.002441361,0.187096874,-0.155458579,0.023903906,0.02201983,0.281518258,0.009846009,-0.35606776,0.052006564,-0.055496761,0.100968895,0.189892809,0.083986416,-0.364041753,-0.01790604,-0.125623268,-0.041030779,0.073873063,-0.094870909
Poicephalus_meyeri,-0.486579607,-0.084774414,0.384546622,0.055525348,0.322907805,0.008775683,0.114684578,-0.208319502,0.039956848,0.086706553,0.267857117,0.091254766,-0.290349791,0.114741916,0.024263154,0.185752481,0.212617837,0.137334667,-0.355819132,-0.035224984,-0.196100952,-0.132120277,-0.037984479,-0.219652238
Poicephalus_robustus,-0.497944975,-0.086153738,0.378304751,0.033757108,0.330396854,-0.001206031,0.115317953,-0.17677505,0.049881126,0.093344032,0.253064135,0.077610474,-0.298956723,0.11469495,0.025111219,0.193652147,0.199887498,0.149472856,-0.360609327,-0.036515852,-0.184102492,-0.141194763,-0.010350021,-0.220686133
